Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.67061685,0.86044077,1.823373764,1.47017501,1.567094017,2.520359412,5.727991713,9.10806103,15.67193238,19.55900602,7.068212761,6.412192107,5.565568038,4.855381628,6.249202534,10.21949952,5.780430484,6.631858508,6.969109888,5.769237311,2.034295387,1.524630824,4.254677302,1.24107537,2.193739437,3.792832806,3.859701262,4.332193939,4.57363523,4.615779366,4.85726747,4.641623406,4.566841126,4.692005303,4.683621337,4.721298044,4.593864332,4.670561524,4.49690052,4.581278521,4.439238615,4.364812845,4.536211421,4.804484327,4.980995619,4.974311149,5.096289552,5.561524699,5.628318688,5.906292005,6.011268671,5.823804338,5.887356993,5.827426793,,,
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.582936643,8.641569017,8.835688047,9.226439909,9.759073431,10.62232139,10.32809244,10.9556248,11.21016771,11.60055435,11.80289054,11.80911757,11.95163155,12.77968685,12.55966873,12.65989981,12.41679178,13.23189614,14.06985862,14.12909198,15.02491601,15.43250084,15.42493181,14.64008413,15.2209753,15.3084102,14.98057315,15.7469578,15.79616778,16.51986292,15.45288167,15.12796621,15.31776851,15.7014518,15.57658628,15.59651881,16.50180039,16.51427321,16.93569585,17.19029769,17.20060983,16.73336743,17.37045177,16.90195895,17.02651535,17.16971145,17.65139831,17.86526004,18.16087566,18.20018196,16.92095367,16.86260095,16.51938578,16.34730205,,,
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.373318828,4.496361641,4.755361673,5.155193747,5.391003988,5.252196533,5.361724683,5.417736727,5.711110104,6.006325178,6.788807307,6.953651912,7.448516814,7.930866985,7.562697278,7.176844855,7.721250012,7.428063284,7.601371804,8.158846402,6.928479,7.416160614,7.112124941,6.874373273,7.214278667,7.230766353,7.144304852,7.623419815,7.032030698,7.102448997,7.513246156,7.944096184,7.226236428,7.223017309,7.189264701,7.521516107,7.938008299,7.863667996,7.981004261,7.741130615,7.755493495,8.17270746,8.279151819,8.868340807,8.836375971,9.020169598,8.727297872,8.405092793,8.286723325,7.555670205,8.110593007,7.776538158,7.384032201,7.360055782,,,
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61863709,6.464585857,5.525358563,4.337414444,4.026472755,3.803022741,4.00297561,3.579835395,3.666271029,3.547105484,3.623944346,3.718169927,3.863229639,4.091801927,4.616299863,3.5553401,4.051383481,3.565668218,3.388225879,3.646179877,3.82487717,3.785068836,,,
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,0.015202573,0.016154716,0.015827251,0.011909579,0.015115038,0.014735443,0.016581181,0.021615415,0.018032098,0.020908925,0.020674675,0.020469155,0.02529766,0.020942939,0.023502041,0.025881431,0.026207124,0.027372978,0.035545483,0.037191783,0.036172651,0.045769938,0.047575832,0.048388881,0.049027749,0.052400265,0.048577138,0.055127945,0.052263073,0.058575946,0.052251256,0.054214014,0.054400843,0.051722143,0.05037235,0.047405324,0.045049693,0.043182164,0.042809203,0.029561001,0.029705089,0.021800204,0.025845471,0.019411377,0.022756803,0.02196433,0.021615102,0.020867637,0.022480009,0.024720967,0.027888488,0.028029921,,,
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.941594074,10.10387199,10.64118963,11.38692874,11.05365472,11.14165555,11.04201943,11.21725675,12.32568713,12.81544961,13.01017881,12.56342518,13.47269526,14.2554864,13.83696555,12.4583039,13.24167979,12.87543872,13.80705794,14.23923382,13.72329627,12.57955507,11.92668478,10.31207942,10.69696639,10.59744025,10.43154171,10.44717278,10.13514385,10.81351494,10.63967167,11.09099988,11.14648251,10.67503455,11.1051094,11.08115205,11.62383425,11.32885202,11.60191455,11.17302675,11.2296677,11.13371551,10.3854951,10.88211417,10.66129022,10.35539299,10.151039,9.744777191,9.751984809,9.286297597,9.889429352,8.953622115,8.28483788,8.371639275,,,
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.066354118,0.052045781,0.054201528,0.047579654,0.055295044,0.057114908,0.042394929,0.052319596,0.055230835,0.070849897,0.097105031,0.0987099,0.127891949,0.122623449,0.127816295,0.135983014,0.077823023,0.086539722,0.103038654,0.101340082,0.139064998,0.112249052,0.124989476,0.11240258,0.120649102,0.173630822,0.155337358,0.118573004,0.118179868,0.130416191,0.141510228,0.158495714,0.167046718,0.202977024,0.218621053,0.221772443,0.204833203,0.191382863,0.185408737,0.231754927,0.230065879,0.252987807,0.280412783,0.307110875,0.316583691,0.292647893,0.458607507,0.516298739,0.491601795,0.504357329,0.535215995,0.542584809,0.54841941,0.561654398,,,
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.009111897,0.018729909,0.01700312,0.017504214,0.021575276,0.019841275,0.019533659,0.019216847,0.018894966,0.021889876,0.025426355,0.026268923,0.027698414,0.028443195,0.033998428,0.035749173,0.033314914,0.038968347,0.053341694,0.061009863,0.063420218,0.079795475,0.080427272,0.080923788,0.061836929,0.061686779,0.060571905,0.063518694,0.06626337,0.095737151,0.066173058,0.069287377,0.067840823,0.06564342,0.065745056,0.062147146,0.068229445,0.075638155,0.07856119,0.082550446,0.089716835,0.08351019,0.081747564,0.085214387,0.084722421,0.083875351,0.098340164,0.115429246,0.130385449,0.127424987,0.125501325,0.137283259,0.158475597,0.17900836,,,
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,0.05192953,0.066334334,0.066736729,0.068350464,0.076376762,0.077652827,0.078202389,0.08400439,0.093878675,0.09487752,0.100143152,0.093399511,0.10074583,0.110031468,0.11996804,0.120864332,0.134411176,0.130117492,0.14656494,0.146903476,0.159912482,0.153445767,0.163650969,0.192658144,0.198614945,0.202825216,0.190602088,0.196015725,0.212287044,0.242619016,0.247430419,0.25737757,0.267701509,0.276211627,0.300622667,0.302930323,0.334291253,0.359053573,0.395682597,0.414398868,0.434633967,0.438735966,,,
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.833901121,3.269920074,3.835891818,4.259780927,5.262987916,5.645651942,5.905436715,6.638369161,7.112214403,7.869932816,7.213424372,7.532552676,7.715656701,7.983550221,8.210958036,8.377877479,8.347946173,8.628766462,9.236529547,8.968132006,8.744238667,9.03643153,10.10727531,10.10833662,9.749961471,9.992783476,10.21729994,10.214134,9.718843491,9.771261867,8.690224309,6.73939778,6.376764779,8.035332854,6.436235483,6.900326395,6.763241038,6.209849583,5.934325293,5.356718076,5.328034342,5.792010306,5.672606662,6.046861677,6.014773502,6.190866678,6.363292991,6.925435282,6.772087541,5.731193724,5.965396042,6.714881535,6.142043103,5.445648555,,,
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.542864352,10.54739644,9.193608577,6.714155733,8.747480495,6.557022226,3.384358282,5.121012421,5.492662463,6.162905812,12.16585954,13.76735897,16.03597749,23.02385558,21.43721519,21.57414712,23.16397093,24.63321967,24.00754843,23.72438154,21.9162911,22.78857334,25.49180205,20.75623728,22.61128915,24.30532276,25.4033016,25.4569972,26.14472041,24.39707478,25.0581981,23.30485584,20.85515583,27.33348827,26.93068209,26.28624874,26.94021781,28.96998331,29.77842227,28.11597057,27.95664425,20.04231731,21.64210708,21.6236937,21.67099428,22.15390524,20.01475859,26.00129071,26.53847946,22.81506951,23.10119962,22.48470231,21.81099704,23.68257416,,,
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.74983109,4.746698752,5.996432199,5.55819871,8.118596528,9.399945733,7.466084556,11.17350449,10.2869904,10.62704414,15.20013463,38.72277085,36.495974,43.38030955,39.91963673,43.70144852,33.51349628,49.29813614,32.79192699,33.63762995,37.93028102,13.0062023,10.2714289,8.956413615,8.066838829,6.437609722,5.903831357,5.845721493,6.220877629,7.731341446,7.610436221,6.825147348,6.737845363,6.274733096,6.113815363,6.008020675,5.879253115,4.753575312,5.790252849,5.708374777,5.600991638,5.177430741,5.100139082,4.807931416,5.343508847,5.290393418,4.957751764,4.939203936,4.29200171,4.630520322,6.829321287,5.199844019,5.150114934,8.229959163,,,
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.499754369,3.043460696,0.809223407,0.883835858,1.117234098,2.220951782,2.805680397,2.742215454,3.635213155,3.516694138,3.755251294,3.795422854,4.080225109,4.227205673,4.575983248,4.59661891,5.248736831,5.394822254,5.547458346,6.233012987,5.814068418,5.729428254,,,
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.556931578,7.497670183,6.361224895,5.961662841,5.921699705,5.886700306,5.770180554,5.591672546,5.376067566,5.314342869,5.312224734,5.46400592,5.977247688,6.12305133,6.463068409,6.330945084,6.623153128,6.380896287,6.602532034,6.719672015,6.680340976,6.736650116,,,
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.47795108,0.38721872,0.715409338,0.622356888,0.818288542,0.794762582,0.737799971,1.073753982,0.884672715,1.13767399,0.990440256,1.146010962,1.240137478,1.13446873,1.172939546,1.320836554,1.302423323,1.44548182,1.556810005,1.479173154,1.322807334,1.242494884,1.13763218,1.106077525,1.074883686,1.156249242,1.2110161,1.304188704,1.392855746,1.638927345,1.66191243,1.880247165,1.830471231,1.911297219,1.854609824,1.824977532,1.441579228,1.754007076,1.608270478,1.457447788,1.675498965,1.610673402,1.398540057,1.430654846,1.434471268,1.462766389,1.488235638,1.536093806,1.257606193,1.378373815,1.676100482,1.815716009,1.426691456,1.5022008,,,
Bermuda,BMU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.551373874,3.868483516,3.383712446,3.151928721,4.124437628,3.586487026,3.954607843,4.090115385,4.220509434,3.667,4.133709091,4.231153846,4.668321033,7.906542751,8.30911985,8.648584906,8.822857143,8.515131086,7.936044776,8.588141264,7.981946223,7.0608901,7.142347022,8.064384051,7.863938465,7.92718549,7.349081594,9.888710263,11.06127136,13.27426454,10.01338368,8.387607801,6.884034474,7.905432015,7.788975051,7.487932247,7.56220792,7.455592839,7.280688512,7.658905115,7.531722543,7.450867145,7.86884855,7.412175286,7.133793536,6.173208218,8.070207523,11.24603933,9.943759288,6.927722591,8.784042749,6.134006567,6.847541591,5.585037153,,,
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.272037723,0.276621295,0.286626494,0.310159434,0.371215692,0.371151111,0.407084848,0.44656968,0.50373838,0.577436614,0.551786663,0.665553985,0.760236181,0.720636406,0.717366156,0.810373151,0.89457664,0.856199953,0.939655385,0.866274904,0.835142834,0.839129259,0.745316773,0.719868684,0.664043162,0.664145932,0.595940954,0.623387096,0.653551374,0.742885591,0.797982453,0.82123772,0.922958891,1.108091975,1.204561642,1.250325769,1.29765447,1.400948435,1.427278992,1.373997368,1.225922572,1.156244814,1.10560774,1.60366373,1.458991452,1.335331528,1.62190482,1.306163693,1.378956858,1.43353757,1.53287018,1.602046012,1.835512438,1.894511704,,,
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.647067792,0.658624758,0.697280743,0.700749314,0.694000898,0.67037227,0.743447849,0.744966531,0.848797467,0.90094202,0.976861083,1.043022036,1.134051462,1.282056059,1.355330722,1.394106345,1.396830539,1.432295134,1.518254074,1.578013854,1.531021008,1.373270556,1.3445549,1.271861926,1.260216376,1.32456548,1.424006917,1.456991513,1.442390789,1.448050239,1.388939574,1.434312838,1.420434655,1.462108834,1.511002399,1.587339242,1.722791601,1.790103371,1.831430313,1.849075569,1.865808376,1.891238736,1.835266279,1.751490659,1.815133482,1.842690495,1.823133072,1.884034471,1.990203014,1.866522375,2.113414545,2.191393564,2.32225814,2.465870235,,,
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.746312799,0.838898625,1.119410622,0.816329676,0.766085262,0.87245351,1.134077266,1.425762826,1.85515116,2.019145815,1.796292187,2.016530716,2.080752648,1.9770228,2.009405453,2.310198225,2.148829634,2.373081175,2.522542844,2.394289263,2.67540058,2.709534535,2.542555036,2.694257706,2.931358373,3.309812487,3.570760853,3.658331037,3.65956739,3.816052171,4.126491124,4.617415732,3.734358313,4.237195495,2.833429919,3.127776813,3.199007295,3.379293035,4.256171883,4.499888443,4.403041825,4.511171616,4.525009301,4.660168001,4.739998755,4.938170817,4.986394706,4.939722039,5.844667616,5.807340932,5.286054098,5.449494302,5.22219973,5.127255286,,,
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.078179041,3.552009056,4.133421872,3.798174052,3.482288912,3.254786637,4.573085156,3.905218317,3.630508733,3.937122099,63.28895621,55.39030033,66.7028117,67.41254972,53.0117167,44.03620047,36.01609847,36.79108994,52.90359676,39.83351536,35.65247051,7.384234895,10.21089822,12.82988437,8.842337005,11.63975629,10.02192069,14.06320451,23.55037281,25.41694496,24.10518839,20.08517012,19.17163562,17.76361465,16.33049547,16.23369377,16.10114763,16.33745069,16.62962449,12.07188739,14.25514439,13.37018874,12.750771,13.13400676,14.05150689,13.8314649,13.20777401,22.47446316,23.95001129,20.31117082,20.85694708,24.27266969,23.80088382,18.91873613,,,
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,0.012581616,0.012156352,0.011726445,0.011301681,0.010891745,0.01050277,0.010133697,0.019567717,0.028372764,0.054953069,0.053330295,0.060556233,0.07597638,0.065954868,0.112550013,0.132916143,0.113611249,0.204961753,0.212757316,0.117779869,0.239670965,0.349775005,0.409693515,0.353379705,0.415904353,0.489993063,0.586860847,0.753227482,0.714833573,0.702122771,0.701958748,0.662957313,0.698568399,0.612679529,0.485668561,0.608197947,0.588329935,0.575767714,0.606778515,0.549145981,0.677145031,1.001575973,1.099541354,1.171088881,,,
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,0.02974232,0.067092973,0.111049282,0.227506572,0.695727637,0.879789546,0.901553658,0.982028122,0.990055514,0.976141086,1.028167355,0.930741765,0.912973174,0.979567891,0.873475445,0.983125516,1.001298365,1.067410154,1.958654572,1.856613417,1.903235503,2.131243518,1.970333337,1.933194442,1.710843658,1.702217583,1.992897967,1.85027699,2.177083219,2.184557321,2.226874882,2.114597683,2.123394253,2.197442279,2.182011541,2.192110467,2.290167623,1.956622918,2.342203043,2.105750761,2.085533157,2.49183004,,,
Central African Republic,CAF,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.058535378,0.05755057,0.047113813,0.046248971,0.045369205,0.05337603,0.05011724,0.053344141,0.104457459,0.10435343,0.114298604,0.098323803,0.08874721,0.083281416,0.057529778,0.050895741,0.062256494,0.060872683,0.06794377,0.046378137,0.046762778,0.057976062,0.059299836,0.059010342,0.058765291,0.061409198,0.059951429,0.094635251,0.082222072,0.08685321,0.067402765,0.06820173,0.070036622,0.070544851,0.07212962,0.070353494,0.068679194,0.0702388,0.069710385,0.072269805,0.071843143,0.064745695,0.063653562,0.059819121,0.05885008,0.057867526,0.060419005,0.060213407,0.05911193,0.058012946,0.059398336,0.061509152,0.063504708,0.063053981,,,
Canada,CAN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.77084729,10.62789765,11.13062748,11.1321024,12.3053704,12.81400147,12.93491815,13.8103546,14.6326452,14.61864861,16.01414875,16.29009027,17.329425,17.05995183,17.12344306,17.11161334,16.97924845,17.15211666,17.30306507,18.2093278,18.02276896,17.26921369,16.45944925,16.0546492,16.55885484,16.27010385,15.45768406,16.24667458,16.95682428,16.92078279,15.65907038,15.14925974,15.46706396,15.45706339,15.6965288,15.93322368,16.15737155,16.51685906,16.74353274,16.90086481,17.37045161,16.98502952,16.55937785,17.46386176,17.26361022,17.07597246,16.51126435,16.44645519,16.21516426,14.83731465,14.48563861,14.48134196,13.85845534,13.53229485,,,
Central Europe and the Baltics,CEB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.118437186,5.345133149,5.67398699,6.081270713,6.472163352,6.622557244,6.783585314,6.99213238,7.401941767,7.897277729,8.174070364,8.379298901,8.686625859,8.982127866,9.198279867,9.727004213,10.21323704,10.5467806,11.01460087,11.06550621,11.29449052,10.54381484,10.75477781,10.79940957,10.73354242,10.87711805,11.02393182,11.28311525,10.85749282,10.53656569,8.855500144,8.247926367,7.857345027,7.798500867,7.325829377,7.553778956,7.693721527,7.506591435,7.095042548,6.695090736,6.607198248,6.822440973,6.756003582,6.995311865,6.920802901,6.975240435,7.238012546,7.266778192,7.143916512,6.507675214,6.822252101,6.866919117,6.508741908,6.346323253,,,
Switzerland,CHE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.664365979,3.751824984,4.333572069,5.111295488,4.865282038,5.185731956,5.327620031,5.434600874,5.937701579,6.208288851,6.519570443,6.750434987,6.863739819,7.334759289,6.541311271,6.168137541,6.423427895,6.540985491,6.720778708,6.340850586,6.414949786,6.11563526,5.73116759,6.242518469,6.08124526,6.155338532,6.502824669,6.150039281,6.174526108,5.937782989,6.345085168,6.280297083,6.224236273,5.873423831,5.90858368,5.571316975,5.640102519,5.849483122,5.865651918,5.696073665,5.435484985,5.93984844,5.586512817,5.474267138,5.46256894,5.558350382,5.592175318,5.03057402,5.283044324,5.377973641,4.983428945,4.672038363,4.719447293,4.987795181,,,
Channel Islands,CHI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.75304482,1.838272896,2.076588315,2.106925052,2.080412635,2.062989124,2.134900941,2.140990127,2.310136976,2.405428706,2.579437616,2.781424141,2.842911421,2.741331765,2.530944779,2.208521015,2.277272419,2.150449344,2.103804022,2.245873109,2.248964336,2.153787614,1.781971945,1.77477941,1.862197809,1.775872572,1.808137349,1.812758965,2.117466603,2.505083076,2.535133011,2.345618342,2.393682526,2.513121072,2.724034867,2.94104334,3.368968784,3.864226566,3.897700791,4.10553651,3.876961939,3.473025803,3.54868213,3.534984654,3.756382831,3.84046304,3.98128427,4.35156491,4.316439805,3.969434147,4.24629428,4.606852213,4.656812685,4.732135712,,,
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.170381372,0.836046901,0.661428164,0.640001899,0.625646054,0.665524211,0.710891382,0.574162147,0.605451997,0.725149509,0.942934535,1.042239697,1.080676637,1.098195691,1.097367111,1.250124095,1.285283136,1.388842897,1.52920111,1.542675099,1.495250749,1.460431817,1.566739684,1.629055908,1.75044806,1.871054791,1.939434257,2.038410689,2.150905225,2.153077911,2.167703077,2.245901276,2.31420729,2.442800659,2.565993892,2.755754966,2.844309582,2.820567891,2.67674598,2.648649247,2.696862433,2.742120813,2.885225041,3.512245428,4.080138906,4.441150695,4.892727098,5.153564017,5.417002118,5.722912037,6.554417958,7.234858712,7.418954608,7.550916485,,,
Cote d'Ivoire,CIV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.132972288,0.153721674,0.156855909,0.160260308,0.188344991,0.27808355,0.294189799,0.324270273,0.367893244,0.416391703,0.465902722,0.49315711,0.524437451,0.53286982,0.564472595,0.603914238,0.573142555,0.560377127,0.636554737,0.685443084,0.75287183,0.517596868,0.678621479,0.515857499,0.553291013,0.721268183,0.565616732,0.702227983,0.807979838,0.725613209,0.474127416,0.447281467,0.35442017,0.436518645,0.376324148,0.49515042,0.564165507,0.534357649,0.439476295,0.388336309,0.411145743,0.458120175,0.423983154,0.312160239,0.430502632,0.431561606,0.378474934,0.359270184,0.351819136,0.287437498,0.306194949,0.310564045,0.397585117,0.415669842,,,
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.050613584,0.051577046,0.051788526,0.052576832,0.057664585,0.052056133,0.056222241,0.072981015,0.078613276,0.086668255,0.094234398,0.116624672,0.120787752,0.122602408,0.129543206,0.150182114,0.137290785,0.191235906,0.237627774,0.210964199,0.43722594,0.580668865,0.669143785,0.674434462,0.601530825,0.623818598,0.187436983,0.168200107,0.194470042,0.651905547,0.144002179,0.08938642,0.296586888,0.295997525,0.281789095,0.313270864,0.321437704,0.218624577,0.212370347,0.198545221,0.215493084,0.209262636,0.203680529,0.220421346,0.223952228,0.20391329,0.207631788,0.305805976,0.283310454,0.335015598,0.329289155,0.273127196,0.282904056,0.306750488,,,
"Congo, Rep.",COG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.220689812,0.257403607,0.223260157,0.214033353,0.2376092,0.212184074,0.258768558,0.263631692,0.358199319,0.387597144,0.428474485,0.498281123,0.467642262,0.834062588,1.075900734,0.706820714,0.770701976,0.290937622,0.189845633,0.199081755,0.225919804,0.254955963,0.704306573,0.581473026,0.563089783,0.614203071,0.498054869,0.601145903,0.662897526,0.648540594,0.497852264,0.516347125,0.625527306,0.598072061,0.810902337,0.575394934,0.613810994,0.815416904,0.263258078,0.270915699,0.33730179,0.240713305,0.176770805,0.275171061,0.278308394,0.280540072,0.31028035,0.32666481,0.34155941,0.431598927,0.473472226,0.534587133,0.556100199,0.56494545,,,
